Price,Close,High,Low,Open,Volume
Ticker,MRK,MRK,MRK,MRK,MRK
2021-01-04,65.42806243896484,66.34127764700702,64.55525852883316,66.26854506477474,10502637
2021-01-05,65.54120635986328,65.78364830078829,64.57950276306823,65.1936976289745,10956526
2021-01-06,66.5756607055664,66.86659111406317,64.90277854834025,65.12098281638679,10521396
2021-01-07,67.9010009765625,68.18385418180387,66.32510270116879,66.71301622221449,10447931
2021-01-08,67.10094451904297,68.18386919604914,66.71303091257779,68.18386919604914,9563105
2021-01-11,68.6930160522461,69.17790648588789,67.27874313342019,67.48078673730488,13488179
2021-01-12,67.14942932128906,68.8061439974949,66.71302734506169,68.78998335455037,10128606
2021-01-13,66.5433349609375,67.37573428763284,66.44635815517567,67.37573428763284,10093812
2021-01-14,66.40594482421875,66.91508596232316,66.17157990964344,66.60798198396581,11366398
2021-01-15,67.3838119506836,67.48079521894047,65.91297335804117,66.13926118896633,10203538
2021-01-19,67.23027038574219,67.8040606555911,66.80195180301935,67.5373679472557,8467316
2021-01-20,66.64029693603516,67.52118446957165,66.48674820719285,67.27873604744936,11097901
2021-01-21,65.60588836669922,66.51102047834794,65.42809536676336,66.1150296219035,9043716
2021-01-22,65.44424438476562,65.80791387598217,65.26645141643132,65.37151177885718,9436926
2021-01-25,65.5816421508789,65.61396991215179,64.70075427250093,65.226056161903,9957677
2021-01-26,64.85428619384766,65.58162509410383,64.75730939692644,65.58162509410383,7748283
2021-01-27,62.28436279296875,64.70882150501943,62.09848628963231,64.5391121090788,16230376
2021-01-28,62.971290588378906,63.448103947916216,62.284362987103776,62.29244654082687,12972039
2021-01-29,62.28436279296875,63.33495984507775,61.734816836657345,63.027862344640866,10671470
2021-02-01,62.51872634887695,63.30263072881087,62.50255924182928,63.02786098740883,8224599
2021-02-02,62.85007858276367,63.77945477363342,62.7935066219556,62.866239230848315,9866710
2021-02-03,62.48640441894531,63.15717142041511,62.34901630460571,62.74501353907039,10034810
2021-02-04,61.44387435913086,62.2358686988403,61.04788365094916,62.20354094868067,18867563
2021-02-05,61.25800323486328,62.211623384906865,60.94282221522881,61.76713782862795,13901825
2021-02-08,60.64380645751953,61.573182481568,60.336708967312916,61.298412743402444,16718534
2021-02-09,60.64380645751953,60.748866805397945,60.09426698118843,60.692294854744425,13484616
2021-02-10,60.522579193115234,60.91857634498326,60.23972593083029,60.870087952782725,11721566
2021-02-11,60.401371002197266,60.69230141700304,59.989213119548324,60.45794295896753,8780982
2021-02-12,60.61148452758789,60.70037776767108,60.23973153722183,60.38519672736159,6738116
2021-02-16,60.00537109375,60.958991377043915,59.84373878494119,60.91050297673603,9734453
2021-02-17,61.04788589477539,61.46812727727764,60.10234278414535,60.175081840096325,13876463
2021-02-18,60.94282913208008,61.32265923231003,60.643808722460776,60.82968522654732,10004627
2021-02-19,60.053863525390625,61.023650981670194,60.01345867631301,60.967079023622134,12388198
2021-02-22,60.554908752441406,60.65996909257486,59.58512149441516,60.20739998238316,8612464
2021-02-23,60.23972702026367,61.38730719533941,60.175077983384696,60.84584485707746,10900458
2021-02-24,60.263973236083984,60.82967978983994,60.1185080519775,60.44984972355764,9838834
2021-02-25,60.30439758300781,60.611495123660625,59.86798901294912,59.97304937808555,10906955
2021-02-26,58.68807601928711,60.37711863117307,58.62342697863614,60.15891438792044,17644862
2021-03-01,58.4941291809082,59.310361375580655,58.33249686813232,59.164896171086745,12594864
2021-03-02,58.87394714355469,59.39116526829806,58.51027774573996,58.86586359108287,16047290
2021-03-03,59.237632751464844,59.58513513942831,58.52645440449582,58.84971905175658,13939972
2021-03-04,58.32441711425781,59.2537932807639,57.96074761765331,59.14065582378822,15975188
2021-03-05,59.10023880004883,59.326520153804346,58.19510692335298,58.59918769256688,12241164
2021-03-08,59.94072723388672,61.06405701545966,59.3184486066336,60.10235309500717,15391347
2021-03-09,59.916481018066406,60.98323880464399,59.908397463696005,60.25589983818481,14189920
2021-03-10,60.41753005981445,60.79736017693532,59.88415118502725,60.41753005981445,12827310
2021-03-11,60.312461853027344,60.90241260630826,60.28013410254909,60.522582538626345,13205324
2021-03-12,60.817928314208984,61.05435239855473,60.32062293116775,60.35323472311651,11493940
2021-03-15,62.146785736083984,62.41582158516637,61.20924407112942,61.55165155583972,17999295
2021-03-16,62.619651794433594,62.913144939463464,62.073431881475834,62.08158646058594,15697887
2021-03-17,63.019100189208984,63.182146069298355,61.93480890924153,62.55440671998534,17533878
2021-03-18,62.99466323852539,63.744695387150976,62.94574228847685,62.98650866044268,14274179
2021-03-19,63.1903076171875,63.79359634357742,61.97558210649379,62.978340779392695,58225203
2021-03-22,63.1903076171875,63.58978408214282,61.58426021789868,61.79622705569349,11352879
2021-03-23,62.17939758300781,63.03541303636249,61.98373336936998,62.847903399506514,11651245
2021-03-24,62.15494155883789,62.513651685840784,61.88590570436232,62.01634634313127,9135416
2021-03-25,62.01633834838867,62.45657463267561,61.39674702372157,62.30167680150883,10700918
2021-03-26,63.092498779296875,63.15771585551784,61.837006507171346,62.08158520950887,10389767
2021-03-29,63.83436584472656,64.03818465543922,62.913133240735675,63.035419312405416,11448562
2021-03-30,62.74192810058594,63.6550126727702,62.60333938802634,63.589795605409364,10123366
2021-03-31,62.8479118347168,63.33706265679336,62.48104708854749,62.85606641259313,13598219
2021-04-01,62.8479118347168,63.14955951321808,62.62779689808374,62.90498084295603,9121373
2021-04-05,62.774539947509766,63.51642401486869,62.59518486405374,63.19847370028629,9828144
2021-04-06,61.7880859375,62.72562775906378,61.66579985769317,62.701170543102414,13394698
2021-04-07,62.05710983276367,62.285379310416374,61.73100499173426,62.02449804497144,8970566
2021-04-08,61.543495178222656,62.28537912646094,61.37229470010038,62.02449786178649,12007984
2021-04-09,62.21202087402344,62.26908336670665,61.49459398263574,61.55981757205638,8177439
2021-04-12,62.13864517211914,62.44844090554283,61.94298093506618,62.26093124624758,9970672
2021-04-13,62.30984878540039,62.57888468035634,61.85330322179174,61.93482944809499,8627346
2021-04-14,62.285377502441406,62.60332775768191,61.975581823523875,62.20385129455053,8415545
2021-04-15,62.49734878540039,63.04356855052624,62.00004344479962,62.00004344479962,14541734
2021-04-16,63.15769577026367,63.38597176056229,62.6277851947258,62.97834071963356,12512806
2021-04-19,63.312599182128906,63.418582610252855,62.75007677012251,63.34521097196249,8536903
2021-04-20,64.05448913574219,64.51918273990893,63.32891422553999,63.32891422553999,11009345
2021-04-21,64.5925521850586,64.80451905379894,64.1360131742696,64.34798004300995,11817248
2021-04-22,63.557186126708984,64.45396809431797,63.2310877411361,64.40504714395668,13330560
2021-04-23,63.491966247558594,63.75284755185243,63.149558720867,63.475657092010564,8598840
2021-04-26,63.20661544799805,63.51641112185094,63.01910582475913,63.47564475934882,7834219
2021-04-27,63.06802749633789,63.540875637673274,62.953889490344196,63.11694192220749,9095802
2021-04-28,62.8479118347168,63.61425312011319,62.66040869114152,63.271845589125334,11628398
2021-04-29,60.06789779663086,61.74731712731163,59.39123731766991,61.55165940734581,30602753
2021-04-30,60.736392974853516,61.209241072553574,59.90483477491421,59.98636098332246,18052114
2021-05-03,61.9429817199707,61.975593512967336,60.508134531041456,60.540746324038096,12543302
2021-05-04,61.951114654541016,62.34243647844558,61.576095462215505,62.02448627431463,10418587
2021-05-05,63.345211029052734,63.369668241838234,61.74731154713023,62.04080461900312,16795143
2021-05-06,63.410430908203125,63.475647965676146,62.521803685813374,63.133240488214845,12871641
