Price,Close,High,Low,Open,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
2021-01-04,59.09935760498047,59.98005108525977,58.56166763439153,59.970785690223174,11249900
2021-01-05,58.36699295043945,59.136445169729086,57.92200994050749,59.03446923354269,11005700
2021-01-06,58.2274055480957,58.95326946803585,57.613212181236456,57.948227390422026,8685400
2021-01-07,58.692691802978516,59.31619299409308,58.487959538740576,58.487959538740576,7382800
2021-01-08,58.98118209838867,59.130077333113995,58.54380079328324,58.79506216749642,7751700
2021-01-11,58.65547561645508,59.15799840158928,58.47866362166016,58.58102976862558,6284700
2021-01-12,58.087806701660156,58.64616649012254,57.86446562622912,58.627554142179555,7758200
2021-01-13,57.75279235839844,58.24600713077371,57.66903857158544,57.99474577033473,8298000
2021-01-14,57.3247184753418,57.85515796959854,57.24096468414639,57.76209977935583,10258600
2021-01-15,57.49222946166992,57.69696175225634,56.96178993600749,57.32472186936151,7532600
2021-01-19,57.03623580932617,57.966831909135934,56.859420278399185,57.790016378208946,8903400
2021-01-20,57.287498474121094,57.72487623693387,56.90595420659284,57.11068293920685,7025000
2021-01-21,56.9617919921875,57.557372986364136,56.6919182448441,57.371256588140994,6943600
2021-01-22,56.1707878112793,56.905959669266196,55.59381915498431,56.71053176718291,9896700
2021-01-25,56.67329788208008,56.71982697214266,55.621723406943985,56.18938753555676,8524700
2021-01-26,57.51083755493164,57.73418217812927,56.61746616202584,56.8221984374618,8186500
2021-01-27,58.20879364013672,58.79507026066876,57.11068980165451,57.138610102594164,14789000
2021-01-28,56.97110366821289,58.85090852274422,56.92457101567093,58.208794837072126,11166400
2021-01-29,56.235931396484375,57.23166909511947,56.03119908650383,56.915266229669065,11451800
2021-02-01,57.240970611572266,57.70626871085325,56.524414662629184,56.69191871242299,10553500
2021-02-02,58.04127883911133,58.55310599361221,57.510839336272284,57.58528872962494,10528000
2021-02-03,57.855167388916016,58.394914920038005,57.67835537869139,57.86447533942115,9933500
2021-02-04,58.95326232910156,58.99048702560177,57.92960802494301,58.143644704905526,9928700
2021-02-05,59.185909271240234,59.623290564845554,58.888118809619435,59.09285108321211,9170200
2021-02-08,58.729923248291016,59.437174756147186,58.47866186327903,59.36272891055617,7003400
2021-02-09,59.25104522705078,59.41855278994647,58.543793833668296,58.70199699859956,5437400
2021-02-10,58.87881088256836,59.465087371852334,58.56240809231344,59.409250332416015,9577500
2021-02-11,58.348384857177734,59.53024250592894,57.9575325910827,59.14869819018587,7690800
2021-02-12,58.70200729370117,58.7392284420287,57.98544782674276,57.99475222633899,6663400
2021-02-16,57.82724380493164,58.869510491953086,57.790019107195235,58.72992320035541,7526000
2021-02-17,57.78070831298828,57.836545353413264,57.10137362922417,57.538754904364396,6244500
2021-02-18,57.76210021972656,57.89238310703658,57.380555956914755,57.52014679328545,6262400
2021-02-19,56.887351989746094,58.031984996188505,56.840822885408066,57.93892323756934,10905100
2021-02-22,59.9769172668457,60.46083122657548,57.95752538460001,58.487964890532865,20940300
2021-02-23,60.0234489440918,60.69347927758882,59.60468353559859,59.9489995515066,18175400
2021-02-24,60.209556579589844,60.62832902713674,59.63259162057705,60.01413227735482,10609300
2021-02-25,60.76792907714844,61.754358685911555,60.0978987391641,60.15373223403449,15356100
2021-02-26,60.032752990722656,61.67990487025944,60.023445042283356,60.99126578332336,20512600
2021-03-01,61.57755661010742,62.09869537570415,60.27472034594527,60.44222796705021,11758900
2021-03-02,62.033546447753906,62.74079445180169,61.41934954436517,61.558940395124935,13282000
2021-03-03,62.26618576049805,62.85245872213205,61.60545631023364,61.651988953170964,15827600
2021-03-04,61.05640411376953,62.63841447344744,60.77722247388095,62.05214154954224,19951100
2021-03-05,65.11380767822266,66.74235078882609,62.63841874216087,62.63841874216087,34211500
2021-03-08,67.15181732177734,67.87768113663822,65.23478454675907,65.57910765632231,23300500
2021-03-09,67.5985107421875,68.13825826884602,67.00292971273187,67.37516963111311,17296400
2021-03-10,67.11459350585938,68.51048766039142,66.5376213660276,68.39881357207032,21378600
2021-03-11,62.73149108886719,63.37359761682466,60.888907552393896,62.95483218120521,38095400
2021-03-12,62.49885177612305,63.159574306230276,61.8381221461294,62.312728253629615,11606300
2021-03-15,63.02926254272461,63.075788077138995,62.25686625263742,62.303391787051815,8919600
2021-03-16,62.21036148071289,63.345690107178505,62.05216181306082,63.280548649916696,14512500
2021-03-17,61.624061584472656,62.21033444504367,61.56822810248016,62.163808910011014,11892400
2021-03-18,62.107975006103516,62.35923990185277,61.50308618657403,61.8567172102383,13750300
2021-03-19,61.661319732666016,62.19175939908523,61.38213797144028,62.154534690929324,30963600
2021-03-22,61.71713638305664,61.90325277309971,61.28906300604944,61.62407818803511,10263700
2021-03-23,62.60121536254883,63.22472033310173,61.726459593217456,61.726459593217456,12390100
2021-03-24,62.19173049926758,62.731477866882834,62.10797316986612,62.45229623538975,11391100
2021-03-25,63.86681365966797,63.95987895813327,62.12660333657991,62.312719733739605,14844700
2021-03-26,65.3743896484375,65.48606375966791,63.54111381341767,63.810987590643116,12617000
2021-03-29,66.19329071044922,67.31001016677621,65.29991940531804,65.337144097184,15183700
2021-03-30,65.653564453125,66.11886255102132,65.095201055741,65.91413025196526,12000200
2021-03-31,65.29993438720703,66.16538914697269,65.05798448439323,65.7931492427933,9971700
2021-04-01,66.82611846923828,66.8447343712967,65.44883991214333,65.56981487597753,13228700
2021-04-05,69.01303100585938,69.70167033966094,67.05877292633252,67.17975499976029,25010200
2021-04-06,69.12467193603516,69.46899502291225,68.08240892690968,68.51048224849825,14699800
2021-04-07,69.22750854492188,69.33031762045088,68.64803985835886,68.78823470049896,12356800
2021-04-08,70.3583755493164,70.59203115734714,69.30225476803469,69.41440489630335,13507700
2021-04-09,70.63877868652344,70.74158774423391,70.00323502549718,70.42381234841845,13285700
2021-04-12,71.14347076416016,71.20889405715197,70.28361260263391,70.3303465821727,10634900
